r,t,y,NewCapacity
"Greece","GRMSOU1P03",2020,0.44
"Greece","GRMSOU1P03",2021,0.63
"Greece","GRMSOU1P03",2022,0.7
"Greece","GRMSOU1P03",2023,0.7
"Greece","GRMSOU1P03",2024,0.7
"Greece","GRMSOU1P03",2025,0.7
"Greece","GRMSOU1P03",2026,0.7
"Greece","GRMSOU1P03",2027,0.7
"Greece","GRMSOU1P03",2028,0.7
"Greece","GRMSOU1P03",2029,0.609999999999999
"Greece","GRMSOU1P03",2030,0
"Greece","GRMSOU1P03",2031,0.75
"Greece","GRMSOU1P03",2032,0.75
"Greece","GRMSOU1P03",2033,0.75
"Greece","GRMSOU1P03",2034,0.75
"Greece","GRMSOU1P03",2035,0.75
"Greece","GRMSOU1P03",2036,0.75
"Greece","GRMSOU1P03",2037,0.75
"Greece","GRMSOU1P03",2038,0.75
"Greece","GRMSOU1P03",2039,0.75
"Greece","GRMSOU1P03",2040,0.75
"Greece","GRMSOU1P03",2041,0.75
"Greece","GRMSOU1P03",2042,0.75
"Greece","GRMSOU1P03",2043,0.75
"Greece","GRMSOU1P03",2044,0.75
"Greece","GRMSOU1P03",2045,0.75
"Greece","GRMSOU1P03",2046,0.75
"Greece","GRMSOU1P03",2047,0.75
"Greece","GRMSOU1P03",2048,0.75
"Greece","GRMSOU1P03",2049,0.75
"Greece","GRMSOU1P03",2050,0.75
"Greece","GRMSOV1F01",2019,0.01
"Greece","GRMSOV1F01",2020,0.02
"Greece","GRMSOV1F01",2021,0.04
"Greece","GRMSOV1F01",2022,0.25
"Greece","GRMSOV1F01",2023,0.25
"Greece","GRMSOV1F01",2024,0.25
"Greece","GRMSOV1F01",2025,0.25
"Greece","GRMSOV1F01",2026,0.25
"Greece","GRMSOV1F01",2027,0.25
"Greece","GRMSOV1F01",2028,0.25
"Greece","GRMSOV1F01",2029,0.25
"Greece","GRMSOV1F01",2030,0.25
"Greece","GRMSOV1F01",2031,0.1
"Greece","GRMSOV1F01",2032,0.1
"Greece","GRMSOV1F01",2033,0.1
"Greece","GRMSOV1F01",2034,0.1
"Greece","GRMSOV1F01",2035,0.1
"Greece","GRMSOV1F01",2036,0.1
"Greece","GRMSOV1F01",2037,0.1
"Greece","GRMSOV1F01",2038,0.1
"Greece","GRMSOV1F01",2039,0.1
"Greece","GRMSOV1F01",2040,0.1
"Greece","GRMSOV1F01",2041,0.1
"Greece","GRMSOV1F01",2042,0.1
"Greece","GRMSOV1F01",2043,0.0799999999999995
"Greece","GRMSOV1F01",2044,0
"Greece","GRMSOV1F01",2045,0
"Greece","GRMSOV1F01",2046,0
"Greece","GRMSOV1F01",2047,0
"Greece","GRMSOV1F01",2048,0
"Greece","GRMSOV1F01",2049,0.1
"Greece","GRMSOV1F01",2050,0.1
"Greece","GRMWIP00",2019,0.75
"Greece","GRMWIP00",2020,0.51
"Greece","GRMWIP00",2021,0.27
"Greece","GRMWIP00",2022,0.85
"Greece","GRMWIP00",2023,0.85
"Greece","GRMWIP00",2024,0.85
"Greece","GRMWIP00",2025,0.85
"Greece","GRMWIP00",2026,0.85
"Greece","GRMWIP00",2027,0.85
"Greece","GRMWIP00",2028,0.85
"Greece","GRMWIP00",2029,0.85
"Greece","GRMWIP00",2030,0.810000000000001
"Greece","GRMWIP00",2031,0.85
"Greece","GRMWIP00",2032,0.85
"Greece","GRMWIP00",2033,0.85
"Greece","GRMWIP00",2034,0.85
"Greece","GRMWIP00",2035,0.85
"Greece","GRMWIP00",2036,0.85
"Greece","GRMWIP00",2037,0.85
"Greece","GRMWIP00",2038,0.595179367890345
"Greece","GRMWIP00",2039,0
"Greece","GRMWIP00",2040,0
"Greece","GRMWIP00",2041,0
"Greece","GRMWIP00",2042,0
"Greece","GRMWIP00",2043,0
"Greece","GRMWIP00",2044,0
"Greece","GRMWIP00",2045,0
"Greece","GRMWIP00",2046,0
"Greece","GRMWIP00",2047,0
"Greece","GRMWIP00",2048,0
"Greece","GRMWIP00",2049,0.5
"Greece","GRMWIP00",2050,0.5
"Greece","GRMWIP01",2019,0
"Greece","GRMWIP01",2020,0
"Greece","GRMWIP01",2021,0
"Greece","GRMWIP01",2022,0
"Greece","GRMWIP01",2023,0
"Greece","GRMWIP01",2024,0
"Greece","GRMWIP01",2025,0
"Greece","GRMWIP01",2026,0
"Greece","GRMWIP01",2027,0
"Greece","GRMWIP01",2028,0
"Greece","GRMWIP01",2029,0
"Greece","GRMWIP01",2030,0.35
"Greece","GRMWIP01",2031,0.149999999999999
"Greece","GRMWIP01",2032,0.25
"Greece","GRMWIP01",2033,0.25
"Greece","GRMWIP01",2034,0.25
"Greece","GRMWIP01",2035,0.25
"Greece","GRMWIP01",2036,0.25
"Greece","GRMWIP01",2037,0.25
"Greece","GRMWIP01",2038,0.25
"Greece","GRMWIP01",2039,0.25
"Greece","GRMWIP01",2040,0.25
"Greece","GRMWIP01",2041,0.25
"Greece","GRMWIP01",2042,0
"Greece","GRMWIP01",2043,0
"Greece","GRMWIP01",2044,0
"Greece","GRMWIP01",2045,0
"Greece","GRMWIP01",2046,0
"Greece","GRMWIP01",2047,0
"Greece","GRMWIP01",2048,0
"Greece","GRMWIP01",2049,0
"Greece","GRMWIP01",2050,0
"Greece","GRNG00I00",2019,99.4659871267899
"Greece","GRNG00I00",2020,1.66776631341178
"Greece","GRNG00I00",2021,0
"Greece","GRNG00I00",2022,0
"Greece","GRNG00I00",2023,0
"Greece","GRNG00I00",2024,0
"Greece","GRNG00I00",2025,0
"Greece","GRNG00I00",2026,0
"Greece","GRNG00I00",2027,0
"Greece","GRNG00I00",2028,0
"Greece","GRNG00I00",2029,0
"Greece","GRNG00I00",2030,0
"Greece","GRNG00I00",2031,0
"Greece","GRNG00I00",2032,0
"Greece","GRNG00I00",2033,0
"Greece","GRNG00I00",2034,0
"Greece","GRNG00I00",2035,0
"Greece","GRNG00I00",2036,0
"Greece","GRNG00I00",2037,0
"Greece","GRNG00I00",2038,0
"Greece","GRNG00I00",2039,0
"Greece","GRNG00I00",2040,0
"Greece","GRNG00I00",2041,0
"Greece","GRNG00I00",2042,0
"Greece","GRNG00I00",2043,0
"Greece","GRNG00I00",2044,0
"Greece","GRNG00I00",2045,0
"Greece","GRNG00I00",2046,0
"Greece","GRNG00I00",2047,0
"Greece","GRNG00I00",2048,0
"Greece","GRNG00I00",2049,0
"Greece","GRNG00I00",2050,0
"Greece","NGCHPPWR",2019,0.004
"Greece","NGCHPPWR",2020,0.002
"Greece","NGCHPPWR",2021,0.002
"Greece","NGCHPPWR",2022,0
"Greece","NGCHPPWR",2023,0
"Greece","NGCHPPWR",2024,0
"Greece","NGCHPPWR",2025,0
"Greece","NGCHPPWR",2026,0
"Greece","NGCHPPWR",2027,0
"Greece","NGCHPPWR",2028,0
"Greece","NGCHPPWR",2029,0
"Greece","NGCHPPWR",2030,0
"Greece","NGCHPPWR",2031,0
"Greece","NGCHPPWR",2032,0
"Greece","NGCHPPWR",2033,0
"Greece","NGCHPPWR",2034,0
"Greece","NGCHPPWR",2035,0
"Greece","NGCHPPWR",2036,0
"Greece","NGCHPPWR",2037,0
"Greece","NGCHPPWR",2038,0
"Greece","NGCHPPWR",2039,0
"Greece","NGCHPPWR",2040,0
"Greece","NGCHPPWR",2041,0
"Greece","NGCHPPWR",2042,0
"Greece","NGCHPPWR",2043,0
"Greece","NGCHPPWR",2044,0
"Greece","NGCHPPWR",2045,0
"Greece","NGCHPPWR",2046,0
"Greece","NGCHPPWR",2047,0
"Greece","NGCHPPWR",2048,0
"Greece","NGCHPPWR",2049,0
"Greece","NGCHPPWR",2050,0
"Greece","NGSPROD",2019,0.505050505050505
"Greece","NGSPROD",2020,0
"Greece","NGSPROD",2021,0
"Greece","NGSPROD",2022,0
"Greece","NGSPROD",2023,0
"Greece","NGSPROD",2024,0
"Greece","NGSPROD",2025,0
"Greece","NGSPROD",2026,0.0505050505050505
"Greece","NGSPROD",2027,0
"Greece","NGSPROD",2028,0
"Greece","NGSPROD",2029,0
"Greece","NGSPROD",2030,0.255255255255255
"Greece","NGSPROD",2031,0
"Greece","NGSPROD",2032,0
"Greece","NGSPROD",2033,0.0225225225225226
"Greece","NGSPROD",2034,0.0238095238095237
"Greece","NGSPROD",2035,0
"Greece","NGSPROD",2036,0
"Greece","NGSPROD",2037,0
"Greece","NGSPROD",2038,0
"Greece","NGSPROD",2039,0
"Greece","NGSPROD",2040,0
"Greece","NGSPROD",2041,0
"Greece","NGSPROD",2042,0
"Greece","NGSPROD",2043,0
"Greece","NGSPROD",2044,0
"Greece","NGSPROD",2045,0
"Greece","NGSPROD",2046,0
"Greece","NGSPROD",2047,0
"Greece","NGSPROD",2048,0
"Greece","NGSPROD",2049,0
"Greece","NGSPROD",2050,0
"Greece","OILPROD",2019,7.17171717171717
"Greece","OILPROD",2020,0
"Greece","OILPROD",2021,0
"Greece","OILPROD",2022,0
"Greece","OILPROD",2023,0
"Greece","OILPROD",2024,0
"Greece","OILPROD",2025,0
"Greece","OILPROD",2026,0
"Greece","OILPROD",2027,0
"Greece","OILPROD",2028,0
"Greece","OILPROD",2029,0
"Greece","OILPROD",2030,0
"Greece","OILPROD",2031,0
"Greece","OILPROD",2032,0
"Greece","OILPROD",2033,0
"Greece","OILPROD",2034,0
"Greece","OILPROD",2035,0
"Greece","OILPROD",2036,0
"Greece","OILPROD",2037,0
"Greece","OILPROD",2038,0
"Greece","OILPROD",2039,0
"Greece","OILPROD",2040,0
"Greece","OILPROD",2041,0
"Greece","OILPROD",2042,0
"Greece","OILPROD",2043,0
"Greece","OILPROD",2044,0
"Greece","OILPROD",2045,0
"Greece","OILPROD",2046,0
"Greece","OILPROD",2047,0
"Greece","OILPROD",2048,0
"Greece","OILPROD",2049,0
"Greece","OILPROD",2050,0
"Greece","PUMP",2019,0
"Greece","PUMP",2020,0
"Greece","PUMP",2021,0
"Greece","PUMP",2022,0
"Greece","PUMP",2023,0
"Greece","PUMP",2024,0
"Greece","PUMP",2025,0
"Greece","PUMP",2026,0
"Greece","PUMP",2027,0
"Greece","PUMP",2028,0
"Greece","PUMP",2029,0
"Greece","PUMP",2030,0
"Greece","PUMP",2031,0
"Greece","PUMP",2032,0
"Greece","PUMP",2033,0
"Greece","PUMP",2034,0
"Greece","PUMP",2035,0
"Greece","PUMP",2036,0
"Greece","PUMP",2037,0
"Greece","PUMP",2038,0
"Greece","PUMP",2039,0
"Greece","PUMP",2040,0
"Greece","PUMP",2041,0
"Greece","PUMP",2042,0
"Greece","PUMP",2043,0
"Greece","PUMP",2044,0
"Greece","PUMP",2045,0
"Greece","PUMP",2046,0
"Greece","PUMP",2047,0
"Greece","PUMP",2048,0
"Greece","PUMP",2049,0
"Greece","PUMP",2050,0
"Greece","PWRHYDR",2019,0
"Greece","PWRHYDR",2020,0
"Greece","PWRHYDR",2021,0
"Greece","PWRHYDR",2022,0
"Greece","PWRHYDR",2023,0
"Greece","PWRHYDR",2024,0
"Greece","PWRHYDR",2025,0
"Greece","PWRHYDR",2026,0
"Greece","PWRHYDR",2027,0
"Greece","PWRHYDR",2028,0
"Greece","PWRHYDR",2029,0
"Greece","PWRHYDR",2030,0
"Greece","PWRHYDR",2031,0
"Greece","PWRHYDR",2032,0
"Greece","PWRHYDR",2033,0
"Greece","PWRHYDR",2034,0
"Greece","PWRHYDR",2035,0
"Greece","PWRHYDR",2036,0
"Greece","PWRHYDR",2037,0
"Greece","PWRHYDR",2038,0
"Greece","PWRHYDR",2039,0
"Greece","PWRHYDR",2040,0
"Greece","PWRHYDR",2041,0
"Greece","PWRHYDR",2042,0
"Greece","PWRHYDR",2043,0
"Greece","PWRHYDR",2044,0
"Greece","PWRHYDR",2045,0
"Greece","PWRHYDR",2046,0
"Greece","PWRHYDR",2047,0
"Greece","PWRHYDR",2048,0
"Greece","PWRHYDR",2049,0
"Greece","PWRHYDR",2050,0
