r,t,y,SumLandAreaImpactPerTech
"Greece","GRMSOU1P03",2023,168.216
"Greece","GRMSOU1P03",2024,192.296
"Greece","GRMSOU1P03",2025,216.376
"Greece","GRMSOU1P03",2026,240.456
"Greece","GRMSOU1P03",2027,264.536
"Greece","GRMSOU1P03",2028,288.616
"Greece","GRMSOU1P03",2029,309.6
"Greece","GRMSOU1P03",2030,309.6
"Greece","GRMSOU1P03",2031,335.4
"Greece","GRMSOU1P03",2032,361.2
"Greece","GRMSOU1P03",2033,387
"Greece","GRMSOU1P03",2034,412.8
"Greece","GRMSOU1P03",2035,438.6
"Greece","GRMSOU1P03",2036,464.4
"Greece","GRMSOU1P03",2037,490.2
"Greece","GRMSOU1P03",2038,516
"Greece","GRMSOU1P03",2039,541.8
"Greece","GRMSOU1P03",2040,567.6
"Greece","GRMSOU1P03",2041,593.4
"Greece","GRMSOU1P03",2042,619.2
"Greece","GRMSOU1P03",2043,645
"Greece","GRMSOU1P03",2044,670.8
"Greece","GRMSOU1P03",2045,696.6
"Greece","GRMSOU1P03",2046,722.4
"Greece","GRMSOU1P03",2047,748.2
"Greece","GRMSOU1P03",2048,774
"Greece","GRMSOU1P03",2049,716.552
"Greece","GRMSOU1P03",2050,727.216
"Greece","GRMSOV1F01",2019,0
"Greece","GRMSOV1F01",2020,0
"Greece","GRMSOV1F01",2021,0
"Greece","GRMSOV1F01",2022,0
"Greece","GRMSOV1F01",2023,0
"Greece","GRMSOV1F01",2024,0
"Greece","GRMSOV1F01",2025,0
"Greece","GRMSOV1F01",2026,0
"Greece","GRMSOV1F01",2027,0
"Greece","GRMSOV1F01",2028,0
"Greece","GRMSOV1F01",2029,0
"Greece","GRMSOV1F01",2030,0
"Greece","GRMSOV1F01",2031,0
"Greece","GRMSOV1F01",2032,0
"Greece","GRMSOV1F01",2033,0
"Greece","GRMSOV1F01",2034,0
"Greece","GRMSOV1F01",2035,0
"Greece","GRMSOV1F01",2036,0
"Greece","GRMSOV1F01",2037,0
"Greece","GRMSOV1F01",2038,0
"Greece","GRMSOV1F01",2039,0
"Greece","GRMSOV1F01",2040,0
"Greece","GRMSOV1F01",2041,0
"Greece","GRMSOV1F01",2042,0
"Greece","GRMSOV1F01",2043,0
"Greece","GRMSOV1F01",2044,0
"Greece","GRMSOV1F01",2045,0
"Greece","GRMSOV1F01",2046,0
"Greece","GRMSOV1F01",2047,0
"Greece","GRMSOV1F01",2048,0
"Greece","GRMSOV1F01",2049,0
"Greece","GRMSOV1F01",2050,0
"Greece","GRMWIP00",2019,1329.563
"Greece","GRMWIP00",2020,1517.396
"Greece","GRMWIP00",2021,1616.837
"Greece","GRMWIP00",2022,1929.892
"Greece","GRMWIP00",2023,2242.947
"Greece","GRMWIP00",2024,2556.002
"Greece","GRMWIP00",2025,2869.057
"Greece","GRMWIP00",2026,3182.112
"Greece","GRMWIP00",2027,3495.167
"Greece","GRMWIP00",2028,3808.222
"Greece","GRMWIP00",2029,4121.277
"Greece","GRMWIP00",2030,4419.6
"Greece","GRMWIP00",2031,4553.32116050747
"Greece","GRMWIP00",2032,4866.37616050747
"Greece","GRMWIP00",2033,5179.43116050747
"Greece","GRMWIP00",2034,5492.48616050747
"Greece","GRMWIP00",2035,5805.54116050747
"Greece","GRMWIP00",2036,6118.59616050747
"Greece","GRMWIP00",2037,6431.65116050747
"Greece","GRMWIP00",2038,6663.998
"Greece","GRMWIP00",2039,6663.998
"Greece","GRMWIP00",2040,6663.998
"Greece","GRMWIP00",2041,6663.998
"Greece","GRMWIP00",2042,6663.998
"Greece","GRMWIP00",2043,6663.998
"Greece","GRMWIP00",2044,6663.998
"Greece","GRMWIP00",2045,6663.998
"Greece","GRMWIP00",2046,6663.998
"Greece","GRMWIP00",2047,6663.998
"Greece","GRMWIP00",2048,6663.998
"Greece","GRMWIP00",2049,5518.585
"Greece","GRMWIP00",2050,5514.902
"Greece","GRMWIP01",2019,0
"Greece","GRMWIP01",2020,0
"Greece","GRMWIP01",2021,0
"Greece","GRMWIP01",2022,0
"Greece","GRMWIP01",2023,0
"Greece","GRMWIP01",2024,0
"Greece","GRMWIP01",2025,0
"Greece","GRMWIP01",2026,0
"Greece","GRMWIP01",2027,0
"Greece","GRMWIP01",2028,0
"Greece","GRMWIP01",2029,0
"Greece","GRMWIP01",2030,0
"Greece","GRMWIP01",2031,0
"Greece","GRMWIP01",2032,0
"Greece","GRMWIP01",2033,0
"Greece","GRMWIP01",2034,0
"Greece","GRMWIP01",2035,0
"Greece","GRMWIP01",2036,0
"Greece","GRMWIP01",2037,0
"Greece","GRMWIP01",2038,0
"Greece","GRMWIP01",2039,0
"Greece","GRMWIP01",2040,0
"Greece","GRMWIP01",2041,0
"Greece","GRMWIP01",2042,0
"Greece","GRMWIP01",2043,0
"Greece","GRMWIP01",2044,0
"Greece","GRMWIP01",2045,0
"Greece","GRMWIP01",2046,0
"Greece","GRMWIP01",2047,0
"Greece","GRMWIP01",2048,0
"Greece","GRMWIP01",2049,0
"Greece","GRMWIP01",2050,0
"Greece","GRNG00I00",2019,0
"Greece","GRNG00I00",2020,0
"Greece","GRNG00I00",2021,0
"Greece","GRNG00I00",2022,0
"Greece","GRNG00I00",2023,0
"Greece","GRNG00I00",2024,0
"Greece","GRNG00I00",2025,0
"Greece","GRNG00I00",2026,0
"Greece","GRNG00I00",2027,0
"Greece","GRNG00I00",2028,0
"Greece","GRNG00I00",2029,0
"Greece","GRNG00I00",2030,0
"Greece","GRNG00I00",2031,0
"Greece","GRNG00I00",2032,0
"Greece","GRNG00I00",2033,0
"Greece","GRNG00I00",2034,0
"Greece","GRNG00I00",2035,0
"Greece","GRNG00I00",2036,0
"Greece","GRNG00I00",2037,0
"Greece","GRNG00I00",2038,0
"Greece","GRNG00I00",2039,0
"Greece","GRNG00I00",2040,0
"Greece","GRNG00I00",2041,0
"Greece","GRNG00I00",2042,0
"Greece","GRNG00I00",2043,0
"Greece","GRNG00I00",2044,0
"Greece","GRNG00I00",2045,0
"Greece","GRNG00I00",2046,0
"Greece","GRNG00I00",2047,0
"Greece","GRNG00I00",2048,0
"Greece","GRNG00I00",2049,0
"Greece","GRNG00I00",2050,0
"Greece","NGCHPPWR",2019,0
"Greece","NGCHPPWR",2020,0
"Greece","NGCHPPWR",2021,0
"Greece","NGCHPPWR",2022,0
"Greece","NGCHPPWR",2023,0
"Greece","NGCHPPWR",2024,0
"Greece","NGCHPPWR",2025,0
"Greece","NGCHPPWR",2026,0
"Greece","NGCHPPWR",2027,0
"Greece","NGCHPPWR",2028,0
"Greece","NGCHPPWR",2029,0
"Greece","NGCHPPWR",2030,0
"Greece","NGCHPPWR",2031,0
"Greece","NGCHPPWR",2032,0
"Greece","NGCHPPWR",2033,0
"Greece","NGCHPPWR",2034,0
"Greece","NGCHPPWR",2035,0
"Greece","NGCHPPWR",2036,0
"Greece","NGCHPPWR",2037,0
"Greece","NGCHPPWR",2038,0
"Greece","NGCHPPWR",2039,0
"Greece","NGCHPPWR",2040,0
"Greece","NGCHPPWR",2041,0
"Greece","NGCHPPWR",2042,0
"Greece","NGCHPPWR",2043,0
"Greece","NGCHPPWR",2044,0
"Greece","NGCHPPWR",2045,0
"Greece","NGCHPPWR",2046,0
"Greece","NGCHPPWR",2047,0
"Greece","NGCHPPWR",2048,0
"Greece","NGCHPPWR",2049,0
"Greece","NGCHPPWR",2050,0
"Greece","NGSPROD",2019,0
"Greece","NGSPROD",2020,0
"Greece","NGSPROD",2021,0
"Greece","NGSPROD",2022,0
"Greece","NGSPROD",2023,0
"Greece","NGSPROD",2024,0
"Greece","NGSPROD",2025,0
"Greece","NGSPROD",2026,0
"Greece","NGSPROD",2027,0
"Greece","NGSPROD",2028,0
"Greece","NGSPROD",2029,0
"Greece","NGSPROD",2030,0
"Greece","NGSPROD",2031,0
"Greece","NGSPROD",2032,0
"Greece","NGSPROD",2033,0
"Greece","NGSPROD",2034,0
"Greece","NGSPROD",2035,0
"Greece","NGSPROD",2036,0
"Greece","NGSPROD",2037,0
"Greece","NGSPROD",2038,0
"Greece","NGSPROD",2039,0
"Greece","NGSPROD",2040,0
"Greece","NGSPROD",2041,0
"Greece","NGSPROD",2042,0
"Greece","NGSPROD",2043,0
"Greece","NGSPROD",2044,0
"Greece","NGSPROD",2045,0
"Greece","NGSPROD",2046,0
"Greece","NGSPROD",2047,0
"Greece","NGSPROD",2048,0
"Greece","NGSPROD",2049,0
"Greece","NGSPROD",2050,0
"Greece","OILPROD",2019,0
"Greece","OILPROD",2020,0
"Greece","OILPROD",2021,0
"Greece","OILPROD",2022,0
"Greece","OILPROD",2023,0
"Greece","OILPROD",2024,0
"Greece","OILPROD",2025,0
"Greece","OILPROD",2026,0
"Greece","OILPROD",2027,0
"Greece","OILPROD",2028,0
"Greece","OILPROD",2029,0
"Greece","OILPROD",2030,0
"Greece","OILPROD",2031,0
"Greece","OILPROD",2032,0
"Greece","OILPROD",2033,0
"Greece","OILPROD",2034,0
"Greece","OILPROD",2035,0
"Greece","OILPROD",2036,0
"Greece","OILPROD",2037,0
"Greece","OILPROD",2038,0
"Greece","OILPROD",2039,0
"Greece","OILPROD",2040,0
"Greece","OILPROD",2041,0
"Greece","OILPROD",2042,0
"Greece","OILPROD",2043,0
"Greece","OILPROD",2044,0
"Greece","OILPROD",2045,0
"Greece","OILPROD",2046,0
"Greece","OILPROD",2047,0
"Greece","OILPROD",2048,0
"Greece","OILPROD",2049,0
"Greece","OILPROD",2050,0
"Greece","PUMP",2019,0
"Greece","PUMP",2020,0
"Greece","PUMP",2021,0
"Greece","PUMP",2022,0
"Greece","PUMP",2023,0
"Greece","PUMP",2024,0
"Greece","PUMP",2025,0
"Greece","PUMP",2026,0
"Greece","PUMP",2027,0
"Greece","PUMP",2028,0
"Greece","PUMP",2029,0
"Greece","PUMP",2030,0
"Greece","PUMP",2031,0
"Greece","PUMP",2032,0
"Greece","PUMP",2033,0
"Greece","PUMP",2034,0
"Greece","PUMP",2035,0
"Greece","PUMP",2036,0
"Greece","PUMP",2037,0
"Greece","PUMP",2038,0
"Greece","PUMP",2039,0
"Greece","PUMP",2040,0
"Greece","PUMP",2041,0
"Greece","PUMP",2042,0
"Greece","PUMP",2043,0
"Greece","PUMP",2044,0
"Greece","PUMP",2045,0
"Greece","PUMP",2046,0
"Greece","PUMP",2047,0
"Greece","PUMP",2048,0
"Greece","PUMP",2049,0
"Greece","PUMP",2050,0
"Greece","PWRHYDR",2019,0
"Greece","PWRHYDR",2020,0
"Greece","PWRHYDR",2021,0
"Greece","PWRHYDR",2022,0
"Greece","PWRHYDR",2023,0
"Greece","PWRHYDR",2024,0
"Greece","PWRHYDR",2025,0
"Greece","PWRHYDR",2026,0
"Greece","PWRHYDR",2027,0
"Greece","PWRHYDR",2028,0
"Greece","PWRHYDR",2029,0
"Greece","PWRHYDR",2030,0
"Greece","PWRHYDR",2031,0
"Greece","PWRHYDR",2032,0
"Greece","PWRHYDR",2033,0
"Greece","PWRHYDR",2034,0
"Greece","PWRHYDR",2035,0
"Greece","PWRHYDR",2036,0
"Greece","PWRHYDR",2037,0
"Greece","PWRHYDR",2038,0
"Greece","PWRHYDR",2039,0
"Greece","PWRHYDR",2040,0
"Greece","PWRHYDR",2041,0
"Greece","PWRHYDR",2042,0
"Greece","PWRHYDR",2043,0
"Greece","PWRHYDR",2044,0
"Greece","PWRHYDR",2045,0
"Greece","PWRHYDR",2046,0
"Greece","PWRHYDR",2047,0
"Greece","PWRHYDR",2048,0
"Greece","PWRHYDR",2049,0
"Greece","PWRHYDR",2050,0
