r,t,y,AccumulatedNewCapacity
"Greece","GRMNGGCP00",2041,0
"Greece","GRMNGGCP00",2042,0
"Greece","GRMNGGCP00",2043,0
"Greece","GRMNGGCP00",2044,0
"Greece","GRMNGGCP00",2045,0
"Greece","GRMNGGCP00",2046,0
"Greece","GRMNGGCP00",2047,0
"Greece","GRMNGGCP00",2048,0
"Greece","GRMNGGCP00",2049,0
"Greece","GRMNGGCP00",2050,0
"Greece","GRMSOC1P00",2019,0
"Greece","GRMSOC1P00",2020,0
"Greece","GRMSOC1P00",2021,0
"Greece","GRMSOC1P00",2022,0
"Greece","GRMSOC1P00",2023,0
"Greece","GRMSOC1P00",2024,0
"Greece","GRMSOC1P00",2025,0
"Greece","GRMSOC1P00",2026,0
"Greece","GRMSOC1P00",2027,0
"Greece","GRMSOC1P00",2028,0
"Greece","GRMSOC1P00",2029,0
"Greece","GRMSOC1P00",2030,0
"Greece","GRMSOC1P00",2031,0
"Greece","GRMSOC1P00",2032,0
"Greece","GRMSOC1P00",2033,0
"Greece","GRMSOC1P00",2034,0
"Greece","GRMSOC1P00",2035,0
"Greece","GRMSOC1P00",2036,0
"Greece","GRMSOC1P00",2037,0
"Greece","GRMSOC1P00",2038,0
"Greece","GRMSOC1P00",2039,0
"Greece","GRMSOC1P00",2040,0
"Greece","GRMSOC1P00",2041,0
"Greece","GRMSOC1P00",2042,0
"Greece","GRMSOC1P00",2043,0
"Greece","GRMSOC1P00",2044,0
"Greece","GRMSOC1P00",2045,0
"Greece","GRMSOC1P00",2046,0
"Greece","GRMSOC1P00",2047,0
"Greece","GRMSOC1P00",2048,0
"Greece","GRMSOC1P00",2049,0.25
"Greece","GRMSOC1P00",2050,0.25
"Greece","GRMSOU1P03",2019,0.15
"Greece","GRMSOU1P03",2020,0.59
"Greece","GRMSOU1P03",2021,1.22
"Greece","GRMSOU1P03",2022,1.92
"Greece","GRMSOU1P03",2023,2.62
"Greece","GRMSOU1P03",2024,3.32
"Greece","GRMSOU1P03",2025,4.02
"Greece","GRMSOU1P03",2026,4.72
"Greece","GRMSOU1P03",2027,5.42
"Greece","GRMSOU1P03",2028,6.12
"Greece","GRMSOU1P03",2029,6.73
"Greece","GRMSOU1P03",2030,6.73
"Greece","GRMSOU1P03",2031,7.48
"Greece","GRMSOU1P03",2032,7.48
"Greece","GRMSOU1P03",2033,7.48
"Greece","GRMSOU1P03",2034,8.14871589198053
"Greece","GRMSOU1P03",2035,8.89871589198053
"Greece","GRMSOU1P03",2036,8.89871589198053
"Greece","GRMSOU1P03",2037,8.89871589198053
"Greece","GRMSOU1P03",2038,8.89871589198053
"Greece","GRMSOU1P03",2039,8.89871589198053
"Greece","GRMSOU1P03",2040,8.89871589198053
"Greece","GRMSOU1P03",2041,8.89871589198053
"Greece","GRMSOU1P03",2042,8.89871589198053
"Greece","GRMSOU1P03",2043,8.89871589198053
"Greece","GRMSOU1P03",2044,9.01751201143674
"Greece","GRMSOU1P03",2045,9.12192029293144
"Greece","GRMSOU1P03",2046,9.12192029293144
"Greece","GRMSOU1P03",2047,9.87192029293144
"Greece","GRMSOU1P03",2048,10.6219202929314
"Greece","GRMSOU1P03",2049,11.2219202929314
"Greece","GRMSOU1P03",2050,11.5319202929314
"Greece","GRMSOV1F01",2019,0.01
"Greece","GRMSOV1F01",2020,0.03
"Greece","GRMSOV1F01",2021,0.07
"Greece","GRMSOV1F01",2022,0.32
"Greece","GRMSOV1F01",2023,0.57
"Greece","GRMSOV1F01",2024,0.82
"Greece","GRMSOV1F01",2025,1.07
"Greece","GRMSOV1F01",2026,1.32
"Greece","GRMSOV1F01",2027,1.57
"Greece","GRMSOV1F01",2028,1.82
"Greece","GRMSOV1F01",2029,2.07
"Greece","GRMSOV1F01",2030,2.32
"Greece","GRMSOV1F01",2031,2.42
"Greece","GRMSOV1F01",2032,2.52
"Greece","GRMSOV1F01",2033,2.62
"Greece","GRMSOV1F01",2034,2.72
"Greece","GRMSOV1F01",2035,2.82
"Greece","GRMSOV1F01",2036,2.92
"Greece","GRMSOV1F01",2037,3.02
"Greece","GRMSOV1F01",2038,3.12
"Greece","GRMSOV1F01",2039,3.22
"Greece","GRMSOV1F01",2040,3.32
"Greece","GRMSOV1F01",2041,3.42
"Greece","GRMSOV1F01",2042,3.52
"Greece","GRMSOV1F01",2043,3.6
"Greece","GRMSOV1F01",2044,3.6
"Greece","GRMSOV1F01",2045,3.6
"Greece","GRMSOV1F01",2046,3.6
"Greece","GRMSOV1F01",2047,3.6
"Greece","GRMSOV1F01",2048,3.6
"Greece","GRMSOV1F01",2049,3.69
"Greece","GRMSOV1F01",2050,3.77
"Greece","GRMWIP00",2019,0.75
"Greece","GRMWIP00",2020,1.26
"Greece","GRMWIP00",2021,1.53
"Greece","GRMWIP00",2022,2.38
"Greece","GRMWIP00",2023,3.23
"Greece","GRMWIP00",2024,4.08
"Greece","GRMWIP00",2025,4.93
"Greece","GRMWIP00",2026,5.78
"Greece","GRMWIP00",2027,6.63
"Greece","GRMWIP00",2028,7.48
"Greece","GRMWIP00",2029,8.33
"Greece","GRMWIP00",2030,9.14
"Greece","GRMWIP00",2031,9.99
"Greece","GRMWIP00",2032,10.84
"Greece","GRMWIP00",2033,11.69
"Greece","GRMWIP00",2034,12.54
"Greece","GRMWIP00",2035,13.39
"Greece","GRMWIP00",2036,13.9317493556401
"Greece","GRMWIP00",2037,14.4226783434932
"Greece","GRMWIP00",2038,15.1750941907682
"Greece","GRMWIP00",2039,15.5862726346039
"Greece","GRMWIP00",2040,15.8283249776849
"Greece","GRMWIP00",2041,15.916843377686
"Greece","GRMWIP00",2042,15.916843377686
"Greece","GRMWIP00",2043,15.916843377686
"Greece","GRMWIP00",2044,15.9470270785455
"Greece","GRMWIP00",2045,15.9470270785455
"Greece","GRMWIP00",2046,15.9470270785455
"Greece","GRMWIP00",2047,15.9470270785455
"Greece","GRMWIP00",2048,16.2512456486162
"Greece","GRMWIP00",2049,16.0012456486162
"Greece","GRMWIP00",2050,15.9912456486162
"Greece","GRMWIP01",2019,0
"Greece","GRMWIP01",2020,0
"Greece","GRMWIP01",2021,0
"Greece","GRMWIP01",2022,0
"Greece","GRMWIP01",2023,0
"Greece","GRMWIP01",2024,0
"Greece","GRMWIP01",2025,0
"Greece","GRMWIP01",2026,0
"Greece","GRMWIP01",2027,0
"Greece","GRMWIP01",2028,0
"Greece","GRMWIP01",2029,0
"Greece","GRMWIP01",2030,0.162823409640314
"Greece","GRMWIP01",2031,0.412823409640314
"Greece","GRMWIP01",2032,0.662823409640314
"Greece","GRMWIP01",2033,0.912823409640314
"Greece","GRMWIP01",2034,1.16282340964031
"Greece","GRMWIP01",2035,1.41282340964031
"Greece","GRMWIP01",2036,1.41282340964031
"Greece","GRMWIP01",2037,1.41282340964031
"Greece","GRMWIP01",2038,1.41282340964031
"Greece","GRMWIP01",2039,1.52376061556811
"Greece","GRMWIP01",2040,1.77376061556811
"Greece","GRMWIP01",2041,2.02376061556811
"Greece","GRMWIP01",2042,2.18987529755723
"Greece","GRMWIP01",2043,2.25
"Greece","GRMWIP01",2044,2.5
"Greece","GRMWIP01",2045,2.5
"Greece","GRMWIP01",2046,2.5
"Greece","GRMWIP01",2047,2.5
"Greece","GRMWIP01",2048,2.75
"Greece","GRMWIP01",2049,3
"Greece","GRMWIP01",2050,3
"Greece","GRNG00I00",2019,98.391436935541
"Greece","GRNG00I00",2020,101.133753440202
"Greece","GRNG00I00",2021,101.133753440202
"Greece","GRNG00I00",2022,101.133753440202
"Greece","GRNG00I00",2023,101.133753440202
"Greece","GRNG00I00",2024,101.133753440202
"Greece","GRNG00I00",2025,101.133753440202
"Greece","GRNG00I00",2026,101.133753440202
"Greece","GRNG00I00",2027,101.133753440202
"Greece","GRNG00I00",2028,101.133753440202
"Greece","GRNG00I00",2029,101.133753440202
"Greece","GRNG00I00",2030,101.133753440202
"Greece","GRNG00I00",2031,101.133753440202
"Greece","GRNG00I00",2032,101.133753440202
"Greece","GRNG00I00",2033,101.133753440202
"Greece","GRNG00I00",2034,101.133753440202
"Greece","GRNG00I00",2035,101.133753440202
"Greece","GRNG00I00",2036,101.133753440202
"Greece","GRNG00I00",2037,101.133753440202
"Greece","GRNG00I00",2038,101.133753440202
"Greece","GRNG00I00",2039,101.133753440202
"Greece","GRNG00I00",2040,101.133753440202
"Greece","GRNG00I00",2041,101.133753440202
"Greece","GRNG00I00",2042,101.133753440202
"Greece","GRNG00I00",2043,101.133753440202
"Greece","GRNG00I00",2044,101.133753440202
"Greece","GRNG00I00",2045,101.133753440202
"Greece","GRNG00I00",2046,101.133753440202
"Greece","GRNG00I00",2047,101.133753440202
"Greece","GRNG00I00",2048,101.133753440202
"Greece","GRNG00I00",2049,101.133753440202
"Greece","GRNG00I00",2050,101.133753440202
"Greece","NGCHPPWR",2019,0.004
"Greece","NGCHPPWR",2020,0.006
"Greece","NGCHPPWR",2021,0.008
"Greece","NGCHPPWR",2022,0.008
"Greece","NGCHPPWR",2023,0.008
"Greece","NGCHPPWR",2024,0.008
"Greece","NGCHPPWR",2025,0.008
"Greece","NGCHPPWR",2026,0.008
"Greece","NGCHPPWR",2027,0.008
"Greece","NGCHPPWR",2028,0.008
"Greece","NGCHPPWR",2029,0.008
"Greece","NGCHPPWR",2030,0.008
"Greece","NGCHPPWR",2031,0.008
"Greece","NGCHPPWR",2032,0.008
"Greece","NGCHPPWR",2033,0.008
"Greece","NGCHPPWR",2034,0.008
"Greece","NGCHPPWR",2035,0.008
"Greece","NGCHPPWR",2036,0.008
"Greece","NGCHPPWR",2037,0.008
"Greece","NGCHPPWR",2038,0.008
"Greece","NGCHPPWR",2039,0.008
"Greece","NGCHPPWR",2040,0.008
"Greece","NGCHPPWR",2041,0.008
"Greece","NGCHPPWR",2042,0.008
"Greece","NGCHPPWR",2043,0.008
"Greece","NGCHPPWR",2044,0.008
"Greece","NGCHPPWR",2045,0.008
"Greece","NGCHPPWR",2046,0.008
"Greece","NGCHPPWR",2047,0.008
"Greece","NGCHPPWR",2048,0.008
"Greece","NGCHPPWR",2049,0.008
"Greece","NGCHPPWR",2050,0.008
"Greece","NGSPROD",2019,0.505050505050505
"Greece","NGSPROD",2020,0.505050505050505
"Greece","NGSPROD",2021,0.505050505050505
"Greece","NGSPROD",2022,0.505050505050505
"Greece","NGSPROD",2023,0.505050505050505
"Greece","NGSPROD",2024,0.505050505050505
"Greece","NGSPROD",2025,0.505050505050505
"Greece","NGSPROD",2026,0.505050505050505
"Greece","NGSPROD",2027,0.555555555555553
"Greece","NGSPROD",2028,0.555555555555553
"Greece","NGSPROD",2029,0.555555555555553
"Greece","NGSPROD",2030,0.555555555555553
"Greece","NGSPROD",2031,0.555555555555553
"Greece","NGSPROD",2032,0.73170731707317
"Greece","NGSPROD",2033,0.769230769230769
"Greece","NGSPROD",2034,0.769230769230769
"Greece","NGSPROD",2035,0.769230769230769
"Greece","NGSPROD",2036,0.769230769230769
"Greece","NGSPROD",2037,0.769230769230769
"Greece","NGSPROD",2038,0.769230769230769
"Greece","NGSPROD",2039,0.769230769230769
"Greece","NGSPROD",2040,0.769230769230769
"Greece","NGSPROD",2041,0.769230769230769
"Greece","NGSPROD",2042,0.769230769230769
"Greece","NGSPROD",2043,0.769230769230769
"Greece","NGSPROD",2044,0.769230769230769
"Greece","NGSPROD",2045,0.769230769230769
"Greece","NGSPROD",2046,0.769230769230769
"Greece","NGSPROD",2047,0.769230769230769
"Greece","NGSPROD",2048,0.769230769230769
"Greece","NGSPROD",2049,0.769230769230769
"Greece","NGSPROD",2050,0.769230769230769
"Greece","OILPROD",2019,7.17171717171717
"Greece","OILPROD",2020,7.17171717171717
"Greece","OILPROD",2021,7.17171717171717
"Greece","OILPROD",2022,7.17171717171717
"Greece","OILPROD",2023,7.17171717171717
"Greece","OILPROD",2024,7.17171717171717
"Greece","OILPROD",2025,7.17171717171717
"Greece","OILPROD",2026,7.17171717171717
"Greece","OILPROD",2027,7.17171717171717
"Greece","OILPROD",2028,7.17171717171717
"Greece","OILPROD",2029,7.17171717171717
"Greece","OILPROD",2030,7.17171717171717
"Greece","OILPROD",2031,7.17171717171717
"Greece","OILPROD",2032,7.17171717171717
"Greece","OILPROD",2033,7.17171717171717
"Greece","OILPROD",2034,7.17171717171717
"Greece","OILPROD",2035,7.17171717171717
"Greece","OILPROD",2036,7.17171717171717
"Greece","OILPROD",2037,7.17171717171717
"Greece","OILPROD",2038,7.17171717171717
"Greece","OILPROD",2039,7.17171717171717
"Greece","OILPROD",2040,7.17171717171717
"Greece","OILPROD",2041,7.17171717171717
"Greece","OILPROD",2042,7.17171717171717
"Greece","OILPROD",2043,7.17171717171717
"Greece","OILPROD",2044,7.17171717171717
"Greece","OILPROD",2045,7.17171717171717
"Greece","OILPROD",2046,7.17171717171717
"Greece","OILPROD",2047,7.17171717171717
"Greece","OILPROD",2048,7.17171717171717
"Greece","OILPROD",2049,7.17171717171717
"Greece","OILPROD",2050,7.17171717171717
"Greece","PUMP",2019,0
"Greece","PUMP",2020,0
"Greece","PUMP",2021,0
"Greece","PUMP",2022,0
"Greece","PUMP",2023,0
"Greece","PUMP",2024,0
"Greece","PUMP",2025,0
"Greece","PUMP",2026,0
"Greece","PUMP",2027,0
"Greece","PUMP",2028,0
"Greece","PUMP",2029,0
"Greece","PUMP",2030,0
"Greece","PUMP",2031,0
"Greece","PUMP",2032,0
"Greece","PUMP",2033,0
"Greece","PUMP",2034,0
"Greece","PUMP",2035,0
"Greece","PUMP",2036,0
"Greece","PUMP",2037,0
"Greece","PUMP",2038,0
"Greece","PUMP",2039,0
"Greece","PUMP",2040,0
"Greece","PUMP",2041,0
"Greece","PUMP",2042,0
"Greece","PUMP",2043,0
"Greece","PUMP",2044,0
"Greece","PUMP",2045,0
"Greece","PUMP",2046,0
"Greece","PUMP",2047,0
"Greece","PUMP",2048,0
"Greece","PUMP",2049,0
"Greece","PUMP",2050,0
"Greece","PWRHYDR",2019,0
"Greece","PWRHYDR",2020,0
"Greece","PWRHYDR",2021,0
"Greece","PWRHYDR",2022,0
"Greece","PWRHYDR",2023,0
"Greece","PWRHYDR",2024,0
"Greece","PWRHYDR",2025,0
"Greece","PWRHYDR",2026,0
"Greece","PWRHYDR",2027,0
"Greece","PWRHYDR",2028,0
"Greece","PWRHYDR",2029,0
"Greece","PWRHYDR",2030,0
"Greece","PWRHYDR",2031,0
"Greece","PWRHYDR",2032,0
"Greece","PWRHYDR",2033,0
"Greece","PWRHYDR",2034,0
"Greece","PWRHYDR",2035,0
"Greece","PWRHYDR",2036,0
"Greece","PWRHYDR",2037,0
"Greece","PWRHYDR",2038,0
"Greece","PWRHYDR",2039,0
"Greece","PWRHYDR",2040,0
"Greece","PWRHYDR",2041,0
"Greece","PWRHYDR",2042,0
"Greece","PWRHYDR",2043,0
"Greece","PWRHYDR",2044,0
"Greece","PWRHYDR",2045,0
"Greece","PWRHYDR",2046,0
"Greece","PWRHYDR",2047,0
"Greece","PWRHYDR",2048,0
"Greece","PWRHYDR",2049,0
"Greece","PWRHYDR",2050,0
